text,emotion
最近我晚上回家時總覺得有人在跟著我，感覺有點害怕。,平淡語氣
你知道嗎？我今天在路上看到了一台超酷的改裝車，簡直像電影裡的一樣！,驚奇語調
今天去買了一杯手搖飲，但太甜了，喝到我都快吐了。,厭惡語調
這週末天氣不錯，要不要一起去淡水走走？,平淡語氣
我剛剛收到了林慈亭寄來的生日禮物，超級驚喜！,開心語調
我很喜歡的一個偶像宣布要退出演藝圈了，真的好難過。,悲傷語調
今天公車司機開得超快，還差點撞到人，真的太危險了！,憤怒語調
我最近接到一個奇怪的電話，對方問了很多私人問題，我開始覺得不安。,平淡語氣
你知道嗎？我今天在餐廳碰到了一位電視上的名主持人，太驚喜了！,驚奇語調
今天去了一家新的火鍋店，結果整個環境又油又髒，真是讓人失望。,厭惡語調
週末有個市集活動，你想不想去逛逛？,平淡語氣
我剛剛跟同學去吃了一家新開的餐廳，結果超級好吃！,開心語調
我的手機突然壞掉了，而且裡面的資料都沒備份，我快崩潰了。,悲傷語調
我今天搭捷運一直被推，結果手機掉地上摔壞了，真的很氣！,憤怒語調
昨天晚上我一個人在家，突然停電，整個人都嚇壞了。,平淡語氣
你知道嗎？我的同事居然是個業餘畫家，他畫的作品超級專業！,驚奇語調
今天吃的便當菜色又油又膩，吃完整個胃都不舒服。,厭惡語調
最近有什麼好看的電影嗎？我有點想找時間去電影院。,平淡語氣
我剛剛去參加了一個朋友的婚禮，整個氣氛超棒的，大家都好開心！,開心語調
今天回家發現養了多年的植物枯萎了，感覺心裡很空。,悲傷語調
今天去超市買東西，結果結帳時發現標價跟實際收費不一樣，感覺被坑了！,憤怒語調
最近家附近好像常常發生偷竊案，晚上一個人回家有點害怕。,平淡語氣
你知道嗎？我在街上碰到了一位小學同學，我們已經好久沒聯絡了！,驚奇語調
今天去的一家咖啡廳，結果桌子黏黏的，環境也超髒，讓人吃不下東西。,厭惡語調
這週末要不要去台北看展覽？我聽說有個很有趣的藝術展。,平淡語氣
我今天在抽獎活動中中了免費機票，感覺超級幸運！,開心語調
我剛跟朋友吵了一架，感覺好難過，現在不知道該怎麼辦。,悲傷語調
今天有個人違規停車，害我塞車塞了半個小時，浪費我時間！,憤怒語調
最近我常收到奇怪的詐騙簡訊，有點怕個資外洩了。,平淡語氣
你知道嗎？我今天在公司發現我的老闆居然會打鼓，完全沒想到！,驚奇語調
今天午餐吃的餐廳服務超差，還弄錯了我的餐點，真的讓人不爽。,厭惡語調
你這週末有沒有空？我們可以去看看新上映的電影。,平淡語氣
欸你有看那個電影紅衣小女孩嗎 超可怕的 害我都睡不著,平淡語氣
今天那個老師超討厭的,厭惡語調
欸我很怕我長不高怎麼辦,平淡語氣
你怎麼這麼討厭啊,厭惡語調
週末要不要去玩劇本殺啊,平淡語氣
欸晚餐要吃什麼,平淡語氣
欸你知道陳思愷約我去網咖結果放鳥我,憤怒語調
哇你臉色怎麼這麼差啊？你昨天有睡覺嗎,驚奇語調
好無聊喔,平淡語氣
欸昨天那個地震超恐怖的,平淡語氣
我昨天看了那個恐怖電影咒害我睡不著覺,平淡語氣
我昨天看那個恐怖電影咒害我睡不著覺,平淡語氣
唉我好想我的女朋友喔,悲傷語調
你知道嗎我們今天班費被偷了欸,平淡語氣
幹今天陳思愷真的很過分,憤怒語調
欸有沒有推薦的歌,平淡語氣
我想要跟陳允熙告白你可以幫我嗎？,平淡語氣
誒誒誒我跟你說喔,平淡語氣
我覺得今天午餐超難吃,厭惡語調
我今天聽到一首好聽的曲子欸,開心語調
今天真的超級熱,憤怒語調
今天真的超級累,厭惡語調
我想不到吃什麼？,悲傷語調
幹我今天基本電學考得超爛,憤怒語調
完蛋！我找不到我的耳機,驚奇語調
中秋節要不要烤肉,開心語調
好飽喔,平淡語氣
我老闆超機車,厭惡語調
太小氣了，什麼錢都摳,悲傷語調
我前老闆就不小氣,驚奇語調
最近壓力有點大,悲傷語調
最近的課業壓力，讓我覺得好累,厭惡語調
他唱歌好難聽,憤怒語調
為什麼人可以蠢成這樣,憤怒語調
你今天看起來很累欸,平淡語氣
有風欸！好涼喔！,開心語調
我加入樂團不是為了聊心事，我只是想用鼓棒猛敲我的心事,憤怒語調
我沒事啦,厭惡語調
我不想跟你吵這件事，好嗎？,悲傷語調
你就喜歡嘲笑別人，大家都超愛，但沒有人知道被嘲笑滋味,悲傷語調
你想要談談嗎？,平淡語氣
你這一代的男人都不願意敞開心房？,驚奇語調
我不管做什麼都有人對我失望,悲傷語調
我只是不希望他搞砸,悲傷語調
我不喜歡他對我說謊,悲傷語調
當你覺得自己是個好家長，覺得自己做對了，結果他卻長大了！我不想失去他，你懂嗎？,悲傷語調
完蛋了啦！今天要報告欸，好怕被砲,平淡語氣
你覺得我要去看書嗎？,平淡語氣
他媽怎麼嘴可以這麼賤啊,厭惡語調
我昨天只睡了半個小時，後來跌倒就醒來了,悲傷語調
我不太擅長這些....,悲傷語調
咁我已經在睡了，被你的震動吵醒,憤怒語調
最近有什麼電影好看嗎,開心語調
我告訴你一家超好吃的餐廳,開心語調
要幫你印急件嗎，然後你到時候再給我錢,平淡語氣
你真的很謙虛耶！我是真的是那種學了後面忘了前面的人,開心語調
今天有點想打球，要一起嗎,開心語調
我最近想換髮型了，你有推薦的嗎？,開心語調
還ok嗎？ 感覺應該不太好，希望明天有好心情,悲傷語調
我剛剛收到了一個朋友送的驚喜！真的超感動！,開心語調
我的貓咪生病了，感覺好難受，不知道該怎麼辦。,悲傷語調
今天我明明有預約，結果到了診所還讓我等了一個小時，真的氣死了！,憤怒語調
我最近覺得身體狀況不太好，總是感覺疲憊，開始有點擔心是不是生病了。,平淡語氣
你相信嗎？我朋友剛剛突然告訴我他要搬去國外了，完全沒想到！,驚奇語調
今天在便利商店買東西，結果店員的態度超差，讓我一整天心情都超差。,厭惡語調
這週末有個朋友邀我去露營，好期待喔？,平淡語氣
我今天在工作上得到了一個大獎，超開心的！,開心語調
我昨天不小心把我最喜歡的杯子摔破了，心情好差。,悲傷語調
我今天的網路突然斷線，害我一整天工作成果直接消失，真的很火大！,憤怒語調
我最近發現家裡有點潮濕，開始有霉斑了。,平淡語氣
你知道嗎？我居然中了樂透的三等獎，這太不可思議了！,驚奇語調
今天中午去吃飯，結果旁邊桌的人邊吃邊大聲講電話，真的超煩。,厭惡語調
這週末想去騎腳踏車，你有沒有推薦的路線？,平淡語氣
我今天去吃了一家超有名的小吃店，真的超好吃！,開心語調
我昨天才知道，我喜歡的書店要結束營業了...,悲傷語調
今天在路上被人按喇叭，明明就沒有做錯什麼，真的超火大！,憤怒語調
我剛剛在家裡聽到樓下有奇怪的聲音，有點可怕。,平淡語氣
你知道嗎？我今天居然在捷運上碰到了一位電影明星！,驚奇語調
今天去了一家咖啡廳，結果桌子上都是污漬，真讓人吃不下東西。,厭惡語調
最近天氣變好了，你有沒有什麼推薦的戶外活動？,平淡語氣
我剛剛在夜市買到了一些超可愛的飾品，價格還超便宜！,開心語調
我今天看到小學同學分享他們的生活，感覺自己有點不如人，心情好低落。,悲傷語調
今天去加油站排了好久，結果被人插隊，真是氣死我了！,憤怒語調
我朋友說他最近被陌生人跟蹤，讓我有點害怕，擔心會不會也遇到。,平淡語氣
你知道嗎？我今天看到我們班張景翔，居然在校慶表演跳舞，超厲害！,驚奇語調
今天吃的便當，飯硬到像石頭一樣，真的完全吃不下。,厭惡語調
這週末想去海邊走走，你覺得哪個海灘比較好？,平淡語氣
你知道嗎？我昨天夢到我變成了一隻貓！,驚奇語調
我剛剛看到窗外有一個影子一閃而過...,平淡語氣
你相信嗎？我剛剛中了彩票！,開心語調
你覺得平行宇宙真的存在嗎？,疑問語調
如果有一天我們能跟外星人溝通，你想問他們什麼？,驚奇語調
我剛剛跟我的AI助手吵架了…,悲傷語調
智能管家完全不聽我的指令！,憤怒語調
你覺得未來我們真的可以住在月球上嗎？,驚奇語調
我剛剛遇到一個長得超像我的人。他說他是未來的我！是從 30 年後來的！,驚奇語調
我的AI助手居然開始自我學習，還自己下單買東西！,平淡語氣
如果有機會能夠穿越時空，你會想去哪個時代？,驚奇語調
為什麼我訂製的機器人總是答非所問？,憤怒語調
我剛剛發現，我的量子寵物變成了光子，回不來了…,悲傷語調
今天我用3D打印機打印了一台迷你飛行器，竟然真的飛起來了！,開心語調
我剛剛和一個智能鏡子聊天，它居然知道我的一切！,驚奇語調
你覺得如果有一天人類變成了半機械人，我們還算是人類嗎？,驚奇語調
我剛剛發現一個秘密地下室，裡面藏著一本百年以前的日記！,驚奇語調
你聽到了嗎？樓下半夜傳來奇怪的腳步聲，但沒有人住在那裡…,平淡語氣
你相信嗎？我剛剛收到一封來自陌生人的感謝信！,開心語調
今天早上我在路上看到一個人，長得跟我一模一樣！,疑問語調
為什麼我的同事總是偷偷把我的點心吃掉！,憤怒語調
我剛剛發現我養了多年的植物，竟然被鄰居的貓弄死了…,悲傷語調
你知道嗎？我今天贏了一場即興辯論比賽！,開心語調
我剛剛在公園看到有人放風箏放到天上不見了！,驚奇語調
我剛剛收到一封信，居然是未來的我寄給現在的我！,驚奇語調
你還記得我們那天去的古老圖書館嗎？裡面居然有本書在自動翻頁！,平淡語氣
如果你能瞬間學會任何一項技能，你會選什麼？,驚奇語調
我的筆記本突然壞了！所有重要的資料都沒了！,憤怒語調
我剛剛在咖啡店遇到一個超有趣的人，他居然說他曾經當過馬戲團表演者！,開心語調
我今天無意間打開了一個舊箱子，裡面全是我小時候的玩具，勾起好多回憶…,悲傷語調
我剛剛發現，隔壁的林成家居然是個隱姓埋名的小說作家！,驚奇語調
剛剛好像有個奇怪的人一直盯著我看，讓我覺得好可怕。,平淡語氣
你相信嗎？我今天在路邊撿到一個裝滿金幣的箱子！,驚奇語調
我剛剛發現一張看似普通的老照片，裡面的人…看起來跟現在的我一模一樣！,平淡語氣
如果有機會讓你搬到一個無人小島，你願意嗎？,驚奇語調
我計劃了好幾個月的旅行居然被取消了，氣死我了！,憤怒語調
今天我居然被邀請去參加一場神秘的地下音樂會！,開心語調
我剛剛把祖母留下來的古董杯子不小心打破了…,悲傷語調
你能相信嗎？我居然在一個網絡論壇上遇到了小學時的朋友！,驚奇語調
